asset_id,family,name,variant,format,priority_batch,usage,status,prompt
orbita_aspect_cuadratura_diagram_png,aspect,cuadratura,diagram_png,png_square_2048,2,educational cards and transit modules,needed,"Square 1:1 2048x2048. Abstract orbital diagram representing cuadratura, refined copper geometry, dark background. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_aspect_sextil_editable_symbol,aspect,sextil,editable_symbol,figma_vector,2,"transit rows, chart details, compatibility logic",needed,"Create a minimal editable vector symbol for astrological aspect sextil, copper stroke, geometric, legible at 20px, no text."
orbita_aspect_sextil_diagram_png,aspect,sextil,diagram_png,png_square_2048,2,educational cards and transit modules,needed,"Square 1:1 2048x2048. Abstract orbital diagram representing sextil, refined copper geometry, dark background. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_aspect_quincuncio_editable_symbol,aspect,quincuncio,editable_symbol,figma_vector,2,"transit rows, chart details, compatibility logic",needed,"Create a minimal editable vector symbol for astrological aspect quincuncio, copper stroke, geometric, legible at 20px, no text."
orbita_aspect_quincuncio_diagram_png,aspect,quincuncio,diagram_png,png_square_2048,2,educational cards and transit modules,needed,"Square 1:1 2048x2048. Abstract orbital diagram representing quincuncio, refined copper geometry, dark background. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_aspect_semisextil_editable_symbol,aspect,semisextil,editable_symbol,figma_vector,2,"transit rows, chart details, compatibility logic",needed,"Create a minimal editable vector symbol for astrological aspect semisextil, copper stroke, geometric, legible at 20px, no text."
orbita_aspect_semisextil_diagram_png,aspect,semisextil,diagram_png,png_square_2048,2,educational cards and transit modules,needed,"Square 1:1 2048x2048. Abstract orbital diagram representing semisextil, refined copper geometry, dark background. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_aspect_semicuadratura_editable_symbol,aspect,semicuadratura,editable_symbol,figma_vector,2,"transit rows, chart details, compatibility logic",needed,"Create a minimal editable vector symbol for astrological aspect semicuadratura, copper stroke, geometric, legible at 20px, no text."
orbita_aspect_semicuadratura_diagram_png,aspect,semicuadratura,diagram_png,png_square_2048,2,educational cards and transit modules,needed,"Square 1:1 2048x2048. Abstract orbital diagram representing semicuadratura, refined copper geometry, dark background. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_aspect_sesquicuadratura_editable_symbol,aspect,sesquicuadratura,editable_symbol,figma_vector,2,"transit rows, chart details, compatibility logic",needed,"Create a minimal editable vector symbol for astrological aspect sesquicuadratura, copper stroke, geometric, legible at 20px, no text."
orbita_aspect_sesquicuadratura_diagram_png,aspect,sesquicuadratura,diagram_png,png_square_2048,2,educational cards and transit modules,needed,"Square 1:1 2048x2048. Abstract orbital diagram representing sesquicuadratura, refined copper geometry, dark background. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_moon_phase_luna_nueva_editable_symbol,moon_phase,luna nueva,editable_symbol,figma_vector,1,"daily guide, moon calendar, topic marker",needed,"Create a minimal editable moon phase symbol for luna nueva, copper/bone stroke, no text, legible at 24px."
orbita_moon_phase_luna_nueva_editorial_png,moon_phase,luna nueva,editorial_png,png_square_2048,1,daily guide hero and moon content modules,needed,"Square 1:1 2048x2048. Dark editorial moon phase asset for luna nueva, subtle copper halo and orbital trace. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_moon_phase_creciente_inicial_editable_symbol,moon_phase,creciente inicial,editable_symbol,figma_vector,1,"daily guide, moon calendar, topic marker",needed,"Create a minimal editable moon phase symbol for creciente inicial, copper/bone stroke, no text, legible at 24px."
orbita_moon_phase_creciente_inicial_editorial_png,moon_phase,creciente inicial,editorial_png,png_square_2048,1,daily guide hero and moon content modules,needed,"Square 1:1 2048x2048. Dark editorial moon phase asset for creciente inicial, subtle copper halo and orbital trace. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_moon_phase_cuarto_creciente_editable_symbol,moon_phase,cuarto creciente,editable_symbol,figma_vector,1,"daily guide, moon calendar, topic marker",needed,"Create a minimal editable moon phase symbol for cuarto creciente, copper/bone stroke, no text, legible at 24px."
orbita_moon_phase_cuarto_creciente_editorial_png,moon_phase,cuarto creciente,editorial_png,png_square_2048,1,daily guide hero and moon content modules,needed,"Square 1:1 2048x2048. Dark editorial moon phase asset for cuarto creciente, subtle copper halo and orbital trace. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_moon_phase_gibosa_creciente_editable_symbol,moon_phase,gibosa creciente,editable_symbol,figma_vector,1,"daily guide, moon calendar, topic marker",needed,"Create a minimal editable moon phase symbol for gibosa creciente, copper/bone stroke, no text, legible at 24px."
orbita_moon_phase_gibosa_creciente_editorial_png,moon_phase,gibosa creciente,editorial_png,png_square_2048,1,daily guide hero and moon content modules,needed,"Square 1:1 2048x2048. Dark editorial moon phase asset for gibosa creciente, subtle copper halo and orbital trace. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_moon_phase_luna_llena_editable_symbol,moon_phase,luna llena,editable_symbol,figma_vector,1,"daily guide, moon calendar, topic marker",needed,"Create a minimal editable moon phase symbol for luna llena, copper/bone stroke, no text, legible at 24px."
orbita_moon_phase_luna_llena_editorial_png,moon_phase,luna llena,editorial_png,png_square_2048,1,daily guide hero and moon content modules,needed,"Square 1:1 2048x2048. Dark editorial moon phase asset for luna llena, subtle copper halo and orbital trace. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_moon_phase_gibosa_menguante_editable_symbol,moon_phase,gibosa menguante,editable_symbol,figma_vector,1,"daily guide, moon calendar, topic marker",needed,"Create a minimal editable moon phase symbol for gibosa menguante, copper/bone stroke, no text, legible at 24px."
orbita_moon_phase_gibosa_menguante_editorial_png,moon_phase,gibosa menguante,editorial_png,png_square_2048,1,daily guide hero and moon content modules,needed,"Square 1:1 2048x2048. Dark editorial moon phase asset for gibosa menguante, subtle copper halo and orbital trace. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_moon_phase_cuarto_menguante_editable_symbol,moon_phase,cuarto menguante,editable_symbol,figma_vector,1,"daily guide, moon calendar, topic marker",needed,"Create a minimal editable moon phase symbol for cuarto menguante, copper/bone stroke, no text, legible at 24px."
orbita_moon_phase_cuarto_menguante_editorial_png,moon_phase,cuarto menguante,editorial_png,png_square_2048,1,daily guide hero and moon content modules,needed,"Square 1:1 2048x2048. Dark editorial moon phase asset for cuarto menguante, subtle copper halo and orbital trace. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_moon_phase_menguante_final_editable_symbol,moon_phase,menguante final,editable_symbol,figma_vector,1,"daily guide, moon calendar, topic marker",needed,"Create a minimal editable moon phase symbol for menguante final, copper/bone stroke, no text, legible at 24px."
orbita_moon_phase_menguante_final_editorial_png,moon_phase,menguante final,editorial_png,png_square_2048,1,daily guide hero and moon content modules,needed,"Square 1:1 2048x2048. Dark editorial moon phase asset for menguante final, subtle copper halo and orbital trace. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_moon_phase_eclipse_editable_symbol,moon_phase,eclipse,editable_symbol,figma_vector,2,"daily guide, moon calendar, topic marker",needed,"Create a minimal editable moon phase symbol for eclipse, copper/bone stroke, no text, legible at 24px."
orbita_moon_phase_eclipse_editorial_png,moon_phase,eclipse,editorial_png,png_square_2048,2,daily guide hero and moon content modules,needed,"Square 1:1 2048x2048. Dark editorial moon phase asset for eclipse, subtle copper halo and orbital trace. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_moon_phase_luna_negra_editable_symbol,moon_phase,luna negra,editable_symbol,figma_vector,2,"daily guide, moon calendar, topic marker",needed,"Create a minimal editable moon phase symbol for luna negra, copper/bone stroke, no text, legible at 24px."
orbita_moon_phase_luna_negra_editorial_png,moon_phase,luna negra,editorial_png,png_square_2048,2,daily guide hero and moon content modules,needed,"Square 1:1 2048x2048. Dark editorial moon phase asset for luna negra, subtle copper halo and orbital trace. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_element_modality_fuego_editable_symbol,element_modality,fuego,editable_symbol,figma_vector,1,"chart summaries, profile facts, educational rows",needed,"Create a minimal editable symbol for fuego in astrology, copper stroke, abstract and non-cliche, no text."
orbita_element_modality_fuego_editorial_png,element_modality,fuego,editorial_png,png_square_2048,1,small educational tiles and profile modules,needed,"Square 1:1 2048x2048. Abstract premium symbol for fuego, dark material surface with copper linework. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_element_modality_tierra_editable_symbol,element_modality,tierra,editable_symbol,figma_vector,1,"chart summaries, profile facts, educational rows",needed,"Create a minimal editable symbol for tierra in astrology, copper stroke, abstract and non-cliche, no text."
orbita_element_modality_tierra_editorial_png,element_modality,tierra,editorial_png,png_square_2048,1,small educational tiles and profile modules,needed,"Square 1:1 2048x2048. Abstract premium symbol for tierra, dark material surface with copper linework. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_element_modality_aire_editable_symbol,element_modality,aire,editable_symbol,figma_vector,1,"chart summaries, profile facts, educational rows",needed,"Create a minimal editable symbol for aire in astrology, copper stroke, abstract and non-cliche, no text."
orbita_element_modality_aire_editorial_png,element_modality,aire,editorial_png,png_square_2048,1,small educational tiles and profile modules,needed,"Square 1:1 2048x2048. Abstract premium symbol for aire, dark material surface with copper linework. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_element_modality_agua_editable_symbol,element_modality,agua,editable_symbol,figma_vector,1,"chart summaries, profile facts, educational rows",needed,"Create a minimal editable symbol for agua in astrology, copper stroke, abstract and non-cliche, no text."
orbita_element_modality_agua_editorial_png,element_modality,agua,editorial_png,png_square_2048,1,small educational tiles and profile modules,needed,"Square 1:1 2048x2048. Abstract premium symbol for agua, dark material surface with copper linework. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_element_modality_cardinal_editable_symbol,element_modality,cardinal,editable_symbol,figma_vector,2,"chart summaries, profile facts, educational rows",needed,"Create a minimal editable symbol for cardinal in astrology, copper stroke, abstract and non-cliche, no text."
orbita_element_modality_cardinal_editorial_png,element_modality,cardinal,editorial_png,png_square_2048,2,small educational tiles and profile modules,needed,"Square 1:1 2048x2048. Abstract premium symbol for cardinal, dark material surface with copper linework. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_element_modality_fijo_editable_symbol,element_modality,fijo,editable_symbol,figma_vector,2,"chart summaries, profile facts, educational rows",needed,"Create a minimal editable symbol for fijo in astrology, copper stroke, abstract and non-cliche, no text."
orbita_element_modality_fijo_editorial_png,element_modality,fijo,editorial_png,png_square_2048,2,small educational tiles and profile modules,needed,"Square 1:1 2048x2048. Abstract premium symbol for fijo, dark material surface with copper linework. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_element_modality_mutable_editable_symbol,element_modality,mutable,editable_symbol,figma_vector,2,"chart summaries, profile facts, educational rows",needed,"Create a minimal editable symbol for mutable in astrology, copper stroke, abstract and non-cliche, no text."
orbita_element_modality_mutable_editorial_png,element_modality,mutable,editorial_png,png_square_2048,2,small educational tiles and profile modules,needed,"Square 1:1 2048x2048. Abstract premium symbol for mutable, dark material surface with copper linework. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_element_modality_activa_editable_symbol,element_modality,activa,editable_symbol,figma_vector,2,"chart summaries, profile facts, educational rows",needed,"Create a minimal editable symbol for activa in astrology, copper stroke, abstract and non-cliche, no text."
orbita_element_modality_activa_editorial_png,element_modality,activa,editorial_png,png_square_2048,2,small educational tiles and profile modules,needed,"Square 1:1 2048x2048. Abstract premium symbol for activa, dark material surface with copper linework. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_element_modality_receptiva_editable_symbol,element_modality,receptiva,editable_symbol,figma_vector,2,"chart summaries, profile facts, educational rows",needed,"Create a minimal editable symbol for receptiva in astrology, copper stroke, abstract and non-cliche, no text."
orbita_element_modality_receptiva_editorial_png,element_modality,receptiva,editorial_png,png_square_2048,2,small educational tiles and profile modules,needed,"Square 1:1 2048x2048. Abstract premium symbol for receptiva, dark material surface with copper linework. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_topic_amor_editable_symbol,topic,Amor,editable_symbol,figma_vector,1,"home topic tabs, daily guide rows, module markers",needed,"Create a minimal editable topic symbol for Amor, copper stroke, dark UI, no text, no emoji, legible at 24px."
orbita_topic_amor_editorial_emblem_png,topic,Amor,editorial_emblem_png,png_square_2048,1,topic cards and empty states,needed,"Square 1:1 2048x2048. Editorial emblem for the life area Amor, abstract orbital object, copper accent, dark premium. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_topic_trabajo_editable_symbol,topic,Trabajo,editable_symbol,figma_vector,1,"home topic tabs, daily guide rows, module markers",needed,"Create a minimal editable topic symbol for Trabajo, copper stroke, dark UI, no text, no emoji, legible at 24px."
orbita_topic_trabajo_editorial_emblem_png,topic,Trabajo,editorial_emblem_png,png_square_2048,1,topic cards and empty states,needed,"Square 1:1 2048x2048. Editorial emblem for the life area Trabajo, abstract orbital object, copper accent, dark premium. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_topic_familia_editable_symbol,topic,Familia,editable_symbol,figma_vector,1,"home topic tabs, daily guide rows, module markers",needed,"Create a minimal editable topic symbol for Familia, copper stroke, dark UI, no text, no emoji, legible at 24px."
orbita_topic_familia_editorial_emblem_png,topic,Familia,editorial_emblem_png,png_square_2048,1,topic cards and empty states,needed,"Square 1:1 2048x2048. Editorial emblem for the life area Familia, abstract orbital object, copper accent, dark premium. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_topic_vinculos_editable_symbol,topic,Vínculos,editable_symbol,figma_vector,1,"home topic tabs, daily guide rows, module markers",needed,"Create a minimal editable topic symbol for Vínculos, copper stroke, dark UI, no text, no emoji, legible at 24px."
orbita_topic_vinculos_editorial_emblem_png,topic,Vínculos,editorial_emblem_png,png_square_2048,1,topic cards and empty states,needed,"Square 1:1 2048x2048. Editorial emblem for the life area Vínculos, abstract orbital object, copper accent, dark premium. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_topic_dinero_editable_symbol,topic,Dinero,editable_symbol,figma_vector,2,"home topic tabs, daily guide rows, module markers",needed,"Create a minimal editable topic symbol for Dinero, copper stroke, dark UI, no text, no emoji, legible at 24px."
orbita_topic_dinero_editorial_emblem_png,topic,Dinero,editorial_emblem_png,png_square_2048,2,topic cards and empty states,needed,"Square 1:1 2048x2048. Editorial emblem for the life area Dinero, abstract orbital object, copper accent, dark premium. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_topic_salud_cuerpo_editable_symbol,topic,Salud Cuerpo,editable_symbol,figma_vector,2,"home topic tabs, daily guide rows, module markers",needed,"Create a minimal editable topic symbol for Salud Cuerpo, copper stroke, dark UI, no text, no emoji, legible at 24px."
orbita_topic_salud_cuerpo_editorial_emblem_png,topic,Salud Cuerpo,editorial_emblem_png,png_square_2048,2,topic cards and empty states,needed,"Square 1:1 2048x2048. Editorial emblem for the life area Salud Cuerpo, abstract orbital object, copper accent, dark premium. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_topic_hogar_editable_symbol,topic,Hogar,editable_symbol,figma_vector,2,"home topic tabs, daily guide rows, module markers",needed,"Create a minimal editable topic symbol for Hogar, copper stroke, dark UI, no text, no emoji, legible at 24px."
orbita_topic_hogar_editorial_emblem_png,topic,Hogar,editorial_emblem_png,png_square_2048,2,topic cards and empty states,needed,"Square 1:1 2048x2048. Editorial emblem for the life area Hogar, abstract orbital object, copper accent, dark premium. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_topic_comunidad_editable_symbol,topic,Comunidad,editable_symbol,figma_vector,2,"home topic tabs, daily guide rows, module markers",needed,"Create a minimal editable topic symbol for Comunidad, copper stroke, dark UI, no text, no emoji, legible at 24px."
orbita_topic_comunidad_editorial_emblem_png,topic,Comunidad,editorial_emblem_png,png_square_2048,2,topic cards and empty states,needed,"Square 1:1 2048x2048. Editorial emblem for the life area Comunidad, abstract orbital object, copper accent, dark premium. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_topic_creatividad_editable_symbol,topic,Creatividad,editable_symbol,figma_vector,2,"home topic tabs, daily guide rows, module markers",needed,"Create a minimal editable topic symbol for Creatividad, copper stroke, dark UI, no text, no emoji, legible at 24px."
orbita_topic_creatividad_editorial_emblem_png,topic,Creatividad,editorial_emblem_png,png_square_2048,2,topic cards and empty states,needed,"Square 1:1 2048x2048. Editorial emblem for the life area Creatividad, abstract orbital object, copper accent, dark premium. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_topic_decisiones_editable_symbol,topic,Decisiones,editable_symbol,figma_vector,2,"home topic tabs, daily guide rows, module markers",needed,"Create a minimal editable topic symbol for Decisiones, copper stroke, dark UI, no text, no emoji, legible at 24px."
orbita_topic_decisiones_editorial_emblem_png,topic,Decisiones,editorial_emblem_png,png_square_2048,2,topic cards and empty states,needed,"Square 1:1 2048x2048. Editorial emblem for the life area Decisiones, abstract orbital object, copper accent, dark premium. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_topic_energia_editable_symbol,topic,Energía,editable_symbol,figma_vector,2,"home topic tabs, daily guide rows, module markers",needed,"Create a minimal editable topic symbol for Energía, copper stroke, dark UI, no text, no emoji, legible at 24px."
orbita_topic_energia_editorial_emblem_png,topic,Energía,editorial_emblem_png,png_square_2048,2,topic cards and empty states,needed,"Square 1:1 2048x2048. Editorial emblem for the life area Energía, abstract orbital object, copper accent, dark premium. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_topic_cuidado_editable_symbol,topic,Cuidado,editable_symbol,figma_vector,2,"home topic tabs, daily guide rows, module markers",needed,"Create a minimal editable topic symbol for Cuidado, copper stroke, dark UI, no text, no emoji, legible at 24px."
orbita_topic_cuidado_editorial_emblem_png,topic,Cuidado,editorial_emblem_png,png_square_2048,2,topic cards and empty states,needed,"Square 1:1 2048x2048. Editorial emblem for the life area Cuidado, abstract orbital object, copper accent, dark premium. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_major_el_loco_card_art_png,tarot_major,El Loco,card_art_png,png_square_2048,3,"tarot card art, reading reveal, long read module",needed,"Square 1:1 2048x2048. Tarot Major Arcana card art for El Loco, no title text, symbolic dark copper editorial style, central iconography, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_major_el_mago_card_art_png,tarot_major,El Mago,card_art_png,png_square_2048,3,"tarot card art, reading reveal, long read module",needed,"Square 1:1 2048x2048. Tarot Major Arcana card art for El Mago, no title text, symbolic dark copper editorial style, central iconography, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_major_la_sacerdotisa_card_art_png,tarot_major,La Sacerdotisa,card_art_png,png_square_2048,3,"tarot card art, reading reveal, long read module",needed,"Square 1:1 2048x2048. Tarot Major Arcana card art for La Sacerdotisa, no title text, symbolic dark copper editorial style, central iconography, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_major_la_emperatriz_card_art_png,tarot_major,La Emperatriz,card_art_png,png_square_2048,3,"tarot card art, reading reveal, long read module",needed,"Square 1:1 2048x2048. Tarot Major Arcana card art for La Emperatriz, no title text, symbolic dark copper editorial style, central iconography, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_major_el_emperador_card_art_png,tarot_major,El Emperador,card_art_png,png_square_2048,3,"tarot card art, reading reveal, long read module",needed,"Square 1:1 2048x2048. Tarot Major Arcana card art for El Emperador, no title text, symbolic dark copper editorial style, central iconography, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_major_el_hierofante_card_art_png,tarot_major,El Hierofante,card_art_png,png_square_2048,3,"tarot card art, reading reveal, long read module",needed,"Square 1:1 2048x2048. Tarot Major Arcana card art for El Hierofante, no title text, symbolic dark copper editorial style, central iconography, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_major_los_enamorados_card_art_png,tarot_major,Los Enamorados,card_art_png,png_square_2048,3,"tarot card art, reading reveal, long read module",needed,"Square 1:1 2048x2048. Tarot Major Arcana card art for Los Enamorados, no title text, symbolic dark copper editorial style, central iconography, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_major_el_carro_card_art_png,tarot_major,El Carro,card_art_png,png_square_2048,3,"tarot card art, reading reveal, long read module",needed,"Square 1:1 2048x2048. Tarot Major Arcana card art for El Carro, no title text, symbolic dark copper editorial style, central iconography, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
orbita_tarot_major_la_fuerza_card_art_png,tarot_major,La Fuerza,card_art_png,png_square_2048,3,"tarot card art, reading reveal, long read module",needed,"Square 1:1 2048x2048. Tarot Major Arcana card art for La Fuerza, no title text, symbolic dark copper editorial style, central iconography, no border text. Premium dark editorial astrology asset for Órbita. Deep black and charcoal background, subtle copper linework, soft cinematic glow, centered composition, refined orbital geometry, no text, no labels, no logos, no UI, no white border, no checkerboard, no phone mockup, no generic clipart."
